study_programme_name,hogeschool,study_programme_type,study_programme_location,study_programme_language,study_programme_length,text
bouwkunde,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,Klimaateffecten Zin miljoenen aardgas huizen droogte Digitalisering recht toegewijde puzzeltje havengebied bouwplaatsen kantoorgebouwen bezoeken fabrikanten bouwmaterialen terugkomst fabrikant vaardigheidstrainingen lesvormen hoorcollege EP-berekeningen vastgoedrekenen computertekenen onderwijsvormen samenhang propedeusejaar vaardigheidstrainingen Ontwikkeling/Climate vakantiehuisje Nadenken parkeerruimte indeling tuin opzichte zon instructiefilms werkboeken ervaart leerstof variatie bouwmaterialen beton staal renovatie constructiesystemen utiliteitsbouw comfort wijkrenovaties vastgoed projectopdrachten discotheek tanden renovatie startblokken totaal aannemers constructeur projectontwikkelaar flexibiliteit proef projectontwikkelaar cultuur werkstijl stageplaats architectenbureaus adviesbureaus ingenieursbureaus gemeenten vastgoedbedrijven herbestemming minorruimte tijdje lost integratie woningcorporaties woningvoorraad implementatie architectenbureaus urban farming kantoorgebouwen haalbaarheid herbestemming panden MSc-titel Academie
chemische technologie,De Haagse Hogeschool,B,Den Haag,Engels,4 jaar,Wereldwijd loep milieuvriendelijker voeding gebruiksproducten cijfers leerervaringen waterzuiveringsinstallatie brouwerij kaasfabriek Uitwisseling onderwijsinstellingen uitwisselingsstage enzymen broodproductie nanodeeltjes afval biogas kaas bier zuiveren chemielessen slimmer schoner communicatieskills rapporten omgaan culturen studieloopbaanbegeleiding daarachter verwachtingen namen Sensus multinational simulatiesoftware voedingsproducten inuline suikervervanger groenten brouwerij warmteoverdracht plastics tintje ondernemerschap ontwikkelingssamenwerking kortere veiligheidsanalyse babyvoeding ingenieursbureaus farmaceuten gelegenheid cultuur voeding voorkeursgebied werkgroepen levensmiddelenindustrie voeding cholesterolverlagers margarine procestechnologie katalyse uitstoot afstudeerscriptie verdediging Chemical Rijksuniversiteit premasterjaar
civiele techniek,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,snelwegen spoorwegen sluis dijk woonwijk leefbaarder veiliger waterbeheer cijfers mouwen voltijdopleiding verkeer vervoer grond grondwerk internationalisering dijk spoorweg ondergronden bouwmaterialen landmeten modelleren berekenen communiceren voltijdopleiding casussen groepsopdrachten bouwbedrijven ingenieursbureaus gemeentes voltijdopleiding gastsprekers ins outs grond grondwerk praktijkgericht casus proefopstellingen woonwijk verkeerskruispunt óók Ontwikkeling/Climate tekenskills funderingen tunnels autosnelwegen staalconstructies modelleren wegligging politiek aspect verkeershinder onderwijseenheden project/vraagstuk discipline geotechniek beroepsrol calculator modelleur calculator algoritmes overheidsinstantie MSc-titel minorruimte
communication and multimedia design,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,muziek mobiel diensten visual lever prototypes Jouw N&G N&T N&G N&T specialistenopleiding afwisseling verhaal gastsprekers toegaat webbureaus storyboards interviews beeldbewerking onderzoeksmethoden theater gezonder presentaties assessments mindset lef onzekerheden Jouw gebruikservaring user kennisdomein informatietechnologie gastlessen ontwerpbureau high kennisverdieping bedenk mindset juniorontwerper informatietechnologie gebruikersvriendelijkheid psychologie kennismaking ontwerpbureaus IT-bedrijf verzekeraar bank designer generatie patiëntendossier designers facetten toolbox Toewerken inclusiviteit leiderschap puntjes i rade afstudeergroep designer linking consument/user Cultuur Rijksuniversiteit
elektrotechniek,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,ambitie natuurkundeknobbel lever bedenk realiseer krachten landbouw vervoer energiesector slimmer creaties licht been gastsprekers gastles windenergie aandrijvingen datanetwerken klassen praktijklokaal duo instructies vakgericht bevatten beschrijvingen opdoet cases schakelingen elektriciteit magnetisme aandrijving autootjes tentamens practicumopdrachten assessments black box artikelen begrippen windturbinepark energievraagstuk roer tuinder plukrobot pacemakers spin-offs buitenlandstage -projecten keuzeprojecten voltijdopleiding schakelvakken studieadviseur aanpakken toekomstpad startup invoering energiebedrijf elektronicaontwikkeling hightechindustrie managet invoering baanmogelijkheden ogen masterdiploma studentenleven techniekstudenten MSc-titel TU-master minorruimte
hbo-ict,De Haagse Hogeschool,B,"Den Haag, Delft, Zoetermeer",Nederlands,4 jaar,bedrijfsadviseur stapje life changing differentiaties basissemester studierichtingen differentiatiekeuze basissemester hoorcollege werkvormen differentiatie voorstander blended werkvormen administrator Software-ontwerper Stoom
industrieel product ontwerpen,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,voltijdopleiding schets lamp schuurmachine drone sportrolstoel medicijnverpakking vindingrijkheid knowhow spullen schoolgebouw buurt ontwerpstudio modelbouw rooster woorden IPO naam N&G N&G N&T specialistenopleiding boeken industrieel gevoel werkruimte tekenruimte visualisatiestudio klaslokaal instructies presentaties 3D-model 3D-printers gereedschappen lasersnijmachine kunststof spuitgieter supermarkt modelletjes balans gebruiksgemak ontwerpopdracht trainingen hout kunststof metaal designlamp rollator uitziet kennisvakken studievoortgang gesprekken gesprekken trainingen studievaardigheden motivatie keuzethema ontwerpprojecten ontwerpweken ontwerpgroep ontwerpopdracht basisprincipes optimaal aandachtspunten gebruiksvriendelijkheid consument computerprogramma handigheid gereedschap indruk productontwerp productontwerp schets sneakers meubels speelgoed uitpakervaringen koffiecups materiaalkeuzes ins outs brainstormsessies computeranimaties zorgen collega's stagiairs collega's bedrijfsproject verpakking HEMA-worst rugzak eindstreep doorloop ontwerptraject werkgevers familieleden overtuiging productontwerpen
mechatronica,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,woord airbag parkeersysteem offshore tuinbouw revalidatieprocessen antwoord cool?​ kick puzzel fouten systeemkunde vlakken Gastsprekers offshore productieautomatisering studievereniging uitjes statica e-mails ophaalbrug portaalkraan terrein technology hulpmiddelen tilhulp last rug projectbeoordelingen herkansingen deltarobot hovercraft mechatronicastudenten keuzevak tevredenheid naam studentenleven techniekstudenten minorruimte
mens en techniek,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,samenspel rolstoel zwempak vernuft voltijdopleiding Bewegingstechnologie Bewegingsanalyse biostatica Bewegingstechnologie zwembeweging rolstoel zélf laptop | Bewegingstechnologie safe startblokken instructiecolleges studieboeken readers hoorcollege kracht rolstoel beweegtuin verzorgingshuis kinderspeeltoestellen senioren Bewegingstechnologie ontwerpopdrachten fiets vrouw spierziekte coördinatiespel Bewegingstechnologie anatomie fysiologie houtbewerking draaimachine lasercutter projectopdrachten tentamens maat getal krachten projectopdracht feeling loopfiets doelgroep doelgroep Sophia Revalidatie tentamens Regisseur Bewegingstechnologie kernvakken ‘ biodynamica inspanningsfysiologie regisseur maat kernvakken beroepenveld praktijkvragen revalidatiecentrum service rolstoeltennis cliënt sportrolstoel | Bewegingstechnologie kneepjes revalidatiecentrum studiecoach jaarindeling stageopdracht bewegingstechnologie beweeglaboratorium videoanalyse topsporter invulling keuzevak beweeglab revalidatiecentrum bewegingstechnoloog Sporttechnologie bewegingstechnoloog handgreep tennisracket uitleggen bewegingstechnoloog studentenleven Bewegingstechnologie MSc-titel
ruimtelijke ontwikkeling,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,gezonder leefbaarder bewoners duurzaam herontwerp geografie adviseren talent ambitie uitgangspunt N&G N&T N&G N&T specialistenopleiding groepje klimaatactie plein collegezaal ins gemeentepolitiek lucht pad Zandmotor gebiedsontwikkeling doeners projectontwikkelaar verkennen klimaatbestendiger bereik beroepsrollen adviesbureau projectontwikkelaar bouwbedrijf tool I inschatten brandstoffen windenergie gas Vervuiling grenzen verblijf ontwikkelaar wijkrenovatie appartementencomplex opknappen investering puzzels talent ambitie aardwarmte installatie aardwarmte aanleg scriptieprijs watermanagement energietechnologie bachelors Milieu-maatschappijwetenschappen
technische bedrijfskunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,gedoe bedrijfsprobleem helikopterview leidinggeven multinational ondernemer diensten streepje iPhone detective verkoopcijfers prijs oorzaak doelgroep geld integratie geheel projectgroepjes ‘ beroepsproducten oplevering consequenties individu beoordelingsportfolio cijfer beoordelingsportfolio criteriumgericht interview CDIO-engineeringscyclus standaard engineering-opleidingen CDIO-cyclus fases fasering procesoptimalisatie P1-semesterproject stuk casusbedrijf maatwerk-leidingsystemen scheepsvaart projectteam grondoorzaken oplossingsadvies managementteam casus procesmanagement financiën informatietechnologie docentbegeleider leerproces coachgesprekken semesterleeruitkomsten ontwerpfase aannemersbedrijf offerte fietsersbrug uitziet instort omwonenden lijst kunde schaalmodel sensoren slagbomen schaalmodel budget implementatieplan communicatie- onderhoudsplan sterkteberekeningen factoren aanbesteding procesoptimalisatie deelnemen invalshoeken interventie oplossingsrichting win-winsituatie voldoening effect interventie groepje onderneming productidee aanraking productidee antwoord businessmodel methode pitchen posterpresentatie minorruimte minorruimte tijdje psychologie zelfstandigheid ingenieursopleiding instantie procesgericht deskundigheid praktijkopdracht invalshoeken interventie oplossingsrichting keten win-win voldoening effect interventie competentieniveaus beroepsprofiel begrip zelfregie initiatief examinatoren eigenaar schakeltraject TU vestiging vervolgstudie cijfers
technische natuurkunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,raket lucht kernfusie quantumcomputing deeltjes bèta pc simulaties begrijpen toepassen licht geluid neus boeken aandragen akoestiek theaterzaal energiebesparing metingen schaal glimlach gezicht lasers stapje eindniveau gastsprekers ingenieursbureau deur wagenwijd rotten honden onderneming metingen duo sensoren resultaat theorievakken voortbouwen slb tips kwestie opstelling balletje computersimulatie experiment literatuuronderzoek fysica theorievakken lasertechniek kwantummechanica wiskundekennis onontkoombaar practicumlessen niveaus onderzoeksleerlijn praktijkcasus optic sensing fibertechnologie sensortechnologie weegschaal afstand temperatuur hbo-ingenieur ASML projectvakken schaal nanotechnologie glimlach gezicht lasers fotonica stapje eindniveau ASML centrum onderzoeksinstelling hightechbedrijf lasers microchirurgie commissie mastertitel Overstappen minorruimte TN-opleiding
toegepaste wiskunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,pakketjes algoritme ambulanceposten dienstregeling vliegtarieven versleuteling bankgegevens nut overheden instructiecolleges programmeerlessen instructiecolleges lokaal instructie vermogen inslijten communicatievaardigheden vergaderen R wandeling bestemmingen focusgebieden voorspellingen algoritme serie operations research pakketjes factoren verloop ziekte dynamic analysis beslissingsanalyse convolutional verkeersknooppunt doorstroming experimental modelling metaheuristieken differentiaalvergelijkingen reinforcement containerproject containers bètastad wiskundigen verzekeraar bank regel minorruimte kassenbedrijf ministerie multinational afdelingen verbanden algoritme toekomstprognoses hbo-propedeuse lerarenopleiding lerarenopleiding wiskundedocent bevoegdheid lerarenopleiding
werktuigbouwkunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,roereitje mixer fiets draaideuren lift keren aanraking werktuigbouwkundige aandrijftechnieken regeltechnieken verbindingsprincipes energieleer termen A A N&G A N&T A A N&G A N&T Mbo specialistenopleiding werkvormen energiebronnen sterkte materiaalsoorten spoorbrug energie-installaties tonnen bodem hoorcollege collegezaal klassen luister materiaaltechnologie productietechniek propedeusejaar neus boeken vakwerk kraan berekent belasting waterpomp zonne-energie oefen presentatietechnieken nét real museum schilderijen koeling verwarming luchtvochtigheid zon ramen berekening productieband slasaus koekjes materiaaltechnologie stageadressen grenzen afdelingen onderneming multinational stageperiode keuzemodulen testapparatuur uitstoot motoren bedenk offshorebedrijf boren olie inventarisatie schakeltraject honours vestiging desgewenst
technische bedrijfskunde,De Haagse Hogeschool,AD,Delft,Nederlands,2 jaar,stijl Doorgroeien antwoord zó Ad-opleiding privé begeleid stem zónder stapje werkprocessen 3D-printing procesoptimalisatie managementvaardigheden verantwoordelijkheid coaching N&G N&T N&G N&T specialistenopleiding + procesverbetering procesoptimalisatie doorlooptijden afval verbeterpunten leerarrangement engineeringscyclus Onderwijsactiviteiten Financiën productinnovatie productinnovatie sensor toestel verduurzaming vergrijzing engineeringscyclus Onderwijsactiviteiten duurzaamheidsvraagstuk afval reduceren uitstoot engineeringscyclus Onderwijsactiviteiten Ketenanalyse Adviesvaardigheden Veranderkunde leerarrangement arrangement procesverbetering Uitgangspunt bestaand meerwaarde voorraadbeheersing borgen marktverkenning engineeringscyclus Onderwijsactiviteiten Intervisie
bio-informatica,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,ontdekken Bio-informatica ziekteresistentie gewassen bio-informatica onderzoeksprojecten plekken landbouw adviesbureau bio-informaticus basisbeginselen snijvlak cel oorzaken ziekte zelfgeschreven computerprogramma basisvaardigheden immunologie sequencing bio-informaticus Bio-informatica Bio-informatica Voeding ins outs eindverslag doorstroommaster
technische bedrijfskunde,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,werelden keuzemogelijkheden werkgevers werknemers adviezen directie ondernemer manager trainingen carrièrekansen werelden bedrijfskundigen keuzemogelijkheden energiesector major piloot docententeam studievereniging ondernemer verbetervoorstel onderneming productidee inrichting informatie-infrastructuur besturing lijn speerpunten Ondernemerschap veranderprocessen uitgangspunt verbetertraject manager ondernemer afstudeerperiode verbeterplan ondernemers start-up doorstroommaster Rijksuniversiteit
industrieel product ontwerpen,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,knutselen objecten ontwerpopgaven ontwerpvaardigheden productie-klaar brainstormen zelfsturing studietijd signatuur stijl karaktereigenschappen gebruiksgemak productontwerp werkplaatsen ontwerpstudio's docententeam Keuzevrijheid signatuur circulariteit beroepstaken weekopdracht onderwijseenheid maandagochtend ouderejaars onderwijsactiviteiten instructies coaching ontwerpervaring ontwerpuitdagingen aanpakken ontwerpopgave inter doorstroommaster Rijksuniversiteit Rijksuniversiteit
biologie en medisch laboratoriumonderzoek,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,plant dier ontdekken bacteriën virussen uitschakelen majors pagina major weefsels planten dieren aspect plekken ziekenhuizen startups ziektes bacterie bouwstenen plastics theorievakken bacteriën gas donororganen plantensoorten planten baankansen studievereniging celbiologie erfelijkheid modelorganisme organisme materie micro-organismen planten kankeronderzoek ziekten afweer ziekten immunologie celbiologie biochemie onderzoekslaboratoria samenhang Bio-informatics Duurzame Voeding Voeding Rijksuniversiteit Rijksuniversiteit Rijksuniversiteit
hbo-ict,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,​Momenteel hoogopgeleide ers verwachting Instituut leerroutes leerroute softskills projectbasis Innovatiewerkplaats Studieopbouw leerroute beroepsrol Leerroutes duur loopbaan leerroutes hoogopgeleide ers verwachting Instituut leerroutes IT.
elektrotechniek,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,studievorm technici Consumentenproducten mbo-domeinen Volg doorstroomkeuzedelen voorbereidingsaanbod voorbereidingscursussen oefenmateriaal opfriscursussen jaarbasis regeling toelatingstoetsen totaaloverzicht engineers bacheloropleidingen samenspraak opleidingsrichting opleidingsrichting basismodules Procesverbetering basismodules vervolgmodules and scan verlichten productspecificaties arbeidsperspectieven productontwerper netwerkspecialist studievorm technici Consumentenproducten
creative media and game technologies,Hanzehogeschool Groningen,B,Groningen,Engels,4 jaar,getuigschrift getuigschrift Minister getuigschriften betrekking voltooiing Taalvereisten Rang eis kandidaat persoonlijkheidstest studiegedrag Kandidaten MPT-enquête werkdagen ontvangst uitnodiging enquête kandidaat kandidaat toelaatbaarheid twijfel Advisor kandidaat kandidaat aanvragers aanmelden werkdagen MPT MPT-onderzoek Technologies promoten principes code gameplay gameconcept eindgebruiker ontwikkelingscyclus ondernemerschap Technologies media-industrie mindset user experience middelen kernvaardigheden gametechnologieën ontwikkelingsvaardigheden evaluatiemethoden ontwerptheorieën Prototyping mixed-media bordspel wayfinding middelen mixed-media 3D-printen concept 2D-spel gebruikersinterfaces gebruikerservaringen ontwikkelingsvaardigheden situaties concept proef gameconcepten kernvaardigheden skillset concept partnerscholen klantcase scala Innovatiewerkplaats keuzeruimte sluitstuk sponsor prototypen itereren vertrouwen
communication and multimedia design,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,interface horloge voedselverspilling straatangst beleving museum héle uitwerking lancering malen Illustrator prototypingtools HTML/CSS storytelling doorloop Innovatiewerkplaats groepsproject Doorstuderen doorstroommaster Rijksuniversiteit
chemische technologie,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,fabrieken spullen fabrieken Bouwstenen technologen bouwstenen proceshal proceshal opstellingen proceshal fabrieksprocessen procesindustrie onderzoeksinstellingen ingenieursbureaus proceshal baankansen connecties aanraking talent baankansen proceshal baankansen studievereniging basisbeginselen Stukje voorkeur mbo gaten reactor Kenniscentrum Biobased werkwijze werksituaties zuiveren simulatieprogramma samenhang doorstroomprogramma Doorstuderen Duurzame Voeding Chemical Rijksuniversiteit Chemical
chemie,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,bodem zoektocht antibiotica hoop Ontdek contacturen longkanker plastics baankansen chemicus opdoet onderzoeksinstellingen voedingsindustrie chemici baankansen studievereniging keuzemodule bio-informatica voorkeur mbo samenhang Bio-analyse Duurzame Voeding Rijksuniversiteit Voeding
built environment,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,dop bouwwereld klimaatadaptatie woningtekort bouwsector huizenbouw bruggenbouw inrichten profielkeuze keuzeruimte principe projectleider uitvoerder constructeur beleidsmedewerker beheerder ondernemer trainingen basisbegrippen woningtekort ingrepen opgaven talentcoach manager hangen keuzeruimte Doorstuderen mastertitel doorstroommaster tal deeltijdopleidingen
werktuigbouwkunde,Hanzehogeschool Groningen,B,Groningen,"Nederlands, Engels",4 jaar,knutselen sleutelen bio proeftuin trainingen VWO-route teamsport werkterrein boek ontdekken Proeftuin ondersteunt werkplaatsen proeftuinen biobased tekort productielijn inter inter doorstroommaster Rijksuniversiteit Rijksuniversiteit
european master in renewable energy,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,energiesysteem energietechnologieën overgang leergemeenschap faciliteiten Sollicitanten criteria Science-graad Sollicitanten energiesector criteria sollicitanten taalvaardigheid testscore tests testcentrum bandscore sollicitanten milieuproblemen milieuvraagstukken ​​bij consultancywerk beleidsadvies energietechnologieën energiesector energie-ingenieur begrip energiesector collega's beoefenaars samenwerkingsmogelijkheden masterstudenten aanbevelen landen EUREC-initiatief reputatie alumnibeleid betrekking implementatie kwesties laboratoriumworkshops Ecole Paris Sustainable onderzoekscentrum schrijf thesis kernprofessor professor professor projectaanbieder kernuniversiteit
sociaal-ruimtelijk transitiemanagement,Hanzehogeschool Groningen,M,Groningen,Nederlands,2 jaar,factoren klimaatadaptatie overgang transformatie Interieurarchitectuur bachelor/master toelatingsprocedure 0-meting brief motivatie brief transitievraagstuk stakeholders 0-meting 0-meting zelfbeoordeling 7-punt schaal toelichting score veranderingsprocessen leiding interventies welzijn presteren transities smart transitievraagstuk transitievraagstuk transitieteams inspireren transitieteam toon zelfgekozen ontwerpgericht interventies transitieprocessen
smart systems engineering,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,ontwikkelen punt gegevensgeneratie interventies reactie leergemeenschap faciliteiten sensortechnologie informatietechnologie opleidingsprogramma cijferlijst systeemtechnologie levens welzijn snijvlak datawetenschap systeemintelligentie buitenwereld collega's beoefenaars TechHub faciliteiten snijvlak datawetenschap systeemintelligentie baanvooruitzichten Inleiding sensoren data-applicaties signaalverwerking setting implementatie sensortoepassingen onderzoeksinstituten Centrum masterniveau setting masterscriptie masterprojecten gaming WE-faciliteiten handrevalidatie comfortabel draagbaar belasting activiteit energieverbruik zonneautosysteem rijcapaciteit
master digitale technologie,Hanzehogeschool Groningen,M,Groningen,Nederlands,1.5 jaar,voet potentie kennismakingsgesprek aansluit ontwikkelwensen ) geschiktheid aanmelding aspirant-student toelatingscommissie affiniteit leergangen leergangen lijn ontwerpcyclus leerproces praktijkvraagstukken loopbaanwensen toevoegen perspectieven ontwikkelproces leider leergangen perspectieven uitdiepen leergangen losstaand leergangen e-learning masterclasses discussie reflectie literatuur deelname seminars praktijkvraagstukken delen ontwerpcyclus evalueren competentie-ontwikkeling beroepsproducten reflecties licht criteriumgericht interview ontwikkelproces afstudeerplan masterniveau competentie afstudeerperiode CoL- intervisiemomenten gedachten portfoliobeoordeling criteriumgericht interview
data science for life sciences,Hanzehogeschool Groningen,M,Groningen,Engels,2 jaar,programmeertechnieken kloof biowetenschappen gegevensopslag Imaging taalvaardigheid TOEFL-score vereisten verklaring instructietaal formulier stempel handtekening persoon landen overleggen bewijs datawetenschap bewijs certificaat cijfer toelatingstest diplomavergelijkingssite agentschap kloof initiëren learning-applicaties dataopslag kloof computertechnologie sciences dataverwerkingstechnologieën gezondheidsgegevens life datawetenschapper kloof Praktijkgericht datawetenschapper hoogte computercode datawetenschappers sciences eindproject
energy for society,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,gemeenschappen overstap brandstoffen transitie agent regionaal leergemeenschap equivalent Aanvragers agent milieuaspecten energietransitieprojecten samenwerkingen gemeenschappen consumenten beleidsmakers coaching discussie groepswerk perspectieven ​​bij regionaal collega's beoefenaars samenwerkingsmogelijkheden masterstudenten aanbevelen Evenementen evenementen energiecentrale niveaus noodzaak politiek Politiek stakeholders relatie burgers inkomen energietransitieprojecten energietransitieprojecten transitiestrateeg energietransitiecontext
mechatronica in de smart industry,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,studievorm Digitalisering industry digitalisering snijvlak IT. mechatronicus systeemdenker benadering strategie operationeel mbo-domeinen Volg doorstroomkeuzedelen voorbereidingsaanbod voorbereidingscursussen oefenmateriaal opfriscursussen regeling toelatingstoetsen mechatronici productielijnen complexe hightechomgeving operationeel strategie vermogen bril mechanisme principes aansturing elektromotor modeleren simuleren vaardigheid setting mechanisme analysis name meet verwerking visualiseren oplevering meetdata Meten Optimisation productielijn toepassingscontext levensduur ‘ Optimalisatie aandrijving terugkoppeling mechanisme regeling sensorinput regeling oplevering demonstratie onderwijseenheden studievorm Digitalisering industry digitalisering snijvlak IT. mechatronicus systeemdenker benadering strategie operationeel afloop bacheloropleidingen
projectleider techniek,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,projectleider technicus leiding Cultuur Cultuur Mbo mbo-domeinen doorstroomkeuzedelen voorbereidingsaanbod voorbereidingscursussen oefenmateriaal opfriscursussen toelatingstoetsen procesverbetering Werkgevers basismodules Procesverbetering Projectmanagement basismodules projectleiderschap REWIC-diploma certificaat centrales projectleider technicus leiding afloop bacheloropleidingen
systeemspecialist automotive,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,invulling associate-degreeprogramma automobieltechnici toepassen subsystemen veiligheidstestprotocollen terrein automotive fabricage leerdoelen betrekking probleemstelling bedrijfseconomie e probleemstelling taakstelling lijst vereisten bestaand haalbaarheid testbaarheid ontwerptools documentatie totstandkoming besturingssystemen onderhoudsplannen controle optimalisatie preventief anticiperen prestaties wijzigingen omstandigheden prestaties hoeveelheid geld inschatting risico's projectdocumentatie middelen vinger pols geld procesgericht leiding personeel taken vereisten deelname arbeidsorganisatie positie klantrelaties doelstellingen onderzoeksvraag literatuur informatiebronnen onderzoeksvraag betrouwbaarheid informatiebronnen conclusies betrekking onderzoeksvraag regels suggesties leerdoel -strategie leerdoel taken nadelen dilemma's beslissingen waarden handelingen gedachten vormen middelen
communication and multimedia design,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,mbo-4-niveau portie Hbo/wo tijdje Mail cijferlijst deelname basisvooropleiding overgangsbewijs getuigschrift hbo-propedeuse verplichting capaciteitentest capaciteitentest deelname capaciteitentest aanmelding webshop capaciteitentest Mbo-4 Twijfel Taalschakeltraject vluchtelingstudenten vluchtelingen communicatieprobleem fascinatie propedeusejaar facetten wording CMD-opdrachten regie studiekoers accenten CMD-wereld klasgenoten ontwerpuitdagingen prototypes stageorganisatie bedrijfsbegeleider hoede overeenkomsten verschillen werkwijze ervaringen horizon cultuur specialiteiten zicht persoonlijker beroepscompetenties grenzen hbo-master doorstroom-minor talent pluist testresultaten versie doorstudeermogelijkheden digitalisering bedrijfscommunicatie gezonder socialer communicatiestrategieën merkbewustzijn Communicatiewetenschap | formats media-innovatie start-ups Rijksuniversiteit
technische bedrijfskunde,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,resultaat EM-profiel CM-profiel A opfriscursus eindniveau bagage Opfriscursus zomer EM-profiel CM-profiel A Mbo Hbo/universiteit dóen beginselen innovatiever kiezen projectteam inkopen weer kneepjes ondernemersvak studentenbedrijf financiering aandeelhouders producent afzet omzet bedrijfsproblemen Organisatieontwikkeling Organisatieontwikkeling symposium Internationalisering internationalisering accenten deuren uitkiezen leiderschap deur plat productielijn productietechniek voorgangers afstudeeropdrachten stapje ondernemerschap pre-masteropleiding besluitvorming organisatiewetenschappen beheersen Applied key behandeling bezettingsgraad hotel
industrieel product ontwerpen,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,productontwerp stijlvol EM-profiel CM-profiel A opfriscursus eindniveau bagage Opfriscursus zomer EM-profiel CM-profiel A Mbo Hbo/universiteit vormen kleuren millimeter materiaal ontwerpvak kijkje vormgeven proef creativiteitstraining lesperiode lesdagen projectwerk bureaustoel vork steel Health zorgtechnologie zorgproject Health werkruimte scholen zorgtechnologie docentonderzoekers ogen avontuur kijkje stoomovens kookplaten kunst ventilatiebedrijf element trampolines skelters pad talen culturen multinational ontwerpwedstrijd concept stofzuiger Sleep wacht vakantiehuis hit kroon eindstreep zicht draai drijfveren documentaire IPO-student Velings bakfiets barangay eiland Filippijnen documentaire afvalverwerkers bakfiets IPO papier kleur materiaal tekentafel Industrieel mastertraject TU knowhow wetenschap focust fases
hbo-ict,HAN University of Applied Sciences,B,"Arnhem, Nijmegen",Nederlands,4 jaar,ICT-oplossingen ICT-systemen fouten ICT-skills E+M Cultuur E+M Cultuur Mbo mbo-4-niveau portie aanmelding bijeenkomst bijeenkomst Hbo/wo wo-opleiding rug cijferlijst kopie deelname basisvooropleiding overgangsbewijs getuigschrift hbo-propedeuse verplichting capaciteitentest capaciteitentest deelname capaciteitentest aanmelding webshop capaciteitentest Mbo-4 Twijfel Taalschakeltraject vluchtelingstudenten vluchtelingen planningen verantwoordelijkheid ICT'er specialisatierichtingen specialisatierichtingen neus boeken rit beginselen talent ICT-oplossingen praktijkprojecten hoeveelheid zonne-energie tafel tafel misdaadcijfers politie hackers specialisatierichting uitleg document medestudent stagelopen Ontdek heleboel kwestie programmeeropdracht beheerder communicatieafdeling database communicatieadviesbureau evenementenbureau heleboel culturen benen horizon deuren reis Whitewater buurt finishing keuzevak ICT'er informatiesysteem coole ICT'er Webtechnologieën Netwerkinfrastructuur diagnose kanker accurater hulpmiddelen Applied key behandeling bezettingsgraad hotel requirements kijk ICT-systemen
embedded systems engineering,HAN University of Applied Sciences,B,Arnhem,"Nederlands, Engels",4 jaar,EM-profiel CM-profiel opfriscursus eindniveau bagage Opfriscursus zomer EM-profiel CM-profiel Mbo Brochure toelatingsmogelijkheden versie Hbo/universiteit microcontrollers klimaatregelaar couveuse bediening koffiemachine praktijkprojecten trek sprintje praktijkproject ict gebruiksvriendelijker robotcars operating object expertisegebieden productadvies ontwikkelproces Software-ontwerp Operating softwareomgevingen Beveiliging teamprojecten Health Health werkruimte scholen zorgtechnologie docentonderzoekers voorbereidingsprogramma projectgenoten heleboel partner smart multinational centrum Parallel fitnessomgeving symposium eindsprint ingenieurstitel finish inbreng accenten premasterprogramma geleidestok diagnose ziekten thermostaat geofencing help sensornetwerk branddetectie alumninetwerk onderzoeksinstituten tracks track behoeften energiesector opgave energievoorziening mastertrack betrouwbaarder Draag TU
