study_programme_name,hogeschool,study_programme_type,study_programme_location,study_programme_language,study_programme_length,text
mens en techniek,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,"samenspel erover adviseren: kunstarm, Paralympics zwempak. vernuft Ã©n andersom. Nederland allÃ©Ã©n Bewegingstechnologie. Bewegingsanalyse, biostatica, werking, Bewegingstechnologie input zwembeweging rolstoel. zÃ©lf opgaat. Ã©n Vergeet nemen, ontwerpsoftware Solidworks Matlab. Bewegingstechnologie startblokken vwo-diploma. Colleges; instructiecolleges. studieboeken readers aantekeningen. hoorcollege beweegtuin verzorgingshuis gebruikelijke kinderspeeltoestellen senioren aan; Expertisecentrum Bewegingstechnologie (ECBT) Bewegingstechnologie. ECBT ontwerpopdrachten fiets vrouw spierziekte coÃ¶rdinatiespel kinderen. Bewegingstechnologie beheersen, anatomie, fysiologie, houtbewerking. draaimachine lasercutter, projectopdrachten, â€˜Mens getalâ€™. Biostatica projectopdracht. feeling loopfiets, Sophia Revalidatie Den Haag. Regisseur studie; Bewegingstechnologie â€˜aangepast sportenâ€™ â€˜gezond bewegenâ€™. biodynamica, inspanningsfysiologie ontwikkelprojecten. regisseur maat. 3? praktijkvragen. revalidatiecentrum bewegen. rolstoeltennis KNLTB. cliÃ«nt sportrolstoel beweegsensoren. Bewegingstechnologie revalidatiecentrum Erasmus Rotterdam. bepaalt, studiecoach, jaarindeling. stageopdracht: bewegingstechnologie hogeschool; beweeglaboratorium videoanalyse topsporter beweeglab revalidatiecentrum. 2e, bewegingstechnoloog. Sporttechnologie Orthopedie. ondernemen? bewegingstechnoloog handgreep tennisracket kunstarm? Afstuderen; professionaliseren. uitleggen bewegingstechnoloog bent? Bewegingstechnologie. Bewegingswetenschappen VU Amsterdam Biomedical TU Delft. Haagse. Next MSc-titel"
ruimtelijke ontwikkeling,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,"leefbaarder Energieoplossingen verzinnen? hebben? herontwerp Haagse technisch, Regentessekwartier. kunnen, mobiliteit, geografie, stedenbouwkunde. ambitie. oriÃ«nteren Ã©n luisteren, hopen ons. DÃ¡t uitgangspunt. C&M; E&M; N&G; N&T; C&M; E&M; N&G; N&T; I Climate blok. Ã Ã©chte tastbaar klimaatactie plein klimaatbestendig klas, verdeeld, klas. deelt. gemeentepolitiek, strijdt pad? grondboren Haagse Rijswijkse zand- veenondergrond, Zandmotor Amsterdam. doeners! projectontwikkelaar. bevorderen. verplaatsen. klimaatbestendiger evenveel wekken bereik willen? Ã©n bekijken. beroepsrollen projectontwikkelaar draait: bouwbedrijf advies, tool roadmap I Climate jÃ­j inschatten Lukt slagen. vervuilende zonne- windenergie? dÃ© gas? grenzen. Tanzania Bangladesh. daar. Cooperation Globalisation verblijf Ghana? AustraliÃ«? ontwikkelaar Dura Vermeer, Dutch Green Building Council, Schiphol Den Haag. wijkrenovatie, appartementencomplex opknappen, investering verdienen financiÃ«le puzzels. Haagse ambitie. deed aardwarmte. toonde geothermische aardwarmte) Nederland kostte. scriptieprijs kreeg. volgende? Yes, nu? beu overweegt Next Haagse, TU Delft energietechnologie. oog? Wageningen University Nederland prettige Wageningen I Climate Mobiliteitswetenschappen Hasselt, Milieu-maatschappijwetenschappen Utrecht, Earth Amsterdam Spatial Radboud"
technische bedrijfskunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,"omslachtige gedoe. nieuwsgierig. schakelt pakt helikopterview schoppen. leidinggeven multinational? ondernemer, (project)manager Ã©n ondenkbaar. onmisbaar. bezit, vanzelfsprekend. iPhone kan, kopen. detective. dalende verkoopcijfers verlagen, oorzaak. spreken. besparen technisch-bedrijfskundige samenkomt, sprokkelen, toepasselijke Ã©chte projectgroepjes. â€˜beroepsproductenâ€™ â€˜formatief assessmentâ€™. consequenties hangen. groep, individu groeit. beoordelingsportfolio wÃ©l cijfer, â€˜summatief assessmentâ€™. beoordelingsportfolio TBK CDIO-engineeringscyclus, engineering-opleidingen. CDIO-cyclus Grofweg doorloopt: Conceive, Implement Operate. Diezelfde fasering tegenkomen Bedrijfskundige. procesoptimalisatie; Haagse P1-semesterproject doet: casusbedrijf JID Leidingsystemen. JID maatwerk-leidingsystemen scheepsvaart. men willen. projectteam. JID analysetools grondoorzaken. oplossingsadvies managementteam. komen: procesmanagement financiÃ«n informatietechnologie. coachgesprekken. uitlegt semesterleeruitkomsten ontwerpfase. aannemersbedrijf fietsersbrug Delft. uitziet, instort opgestelde omwonenden wettelijke lijst wensen)! ontwerp? schaalmodel brug. opengaan slagbomen overtuigen schaalmodel. budget, implementatieplan, onderhoudsplan, verkeersstromen, sterkteberekeningen bepalend belanghebbenden. aanbesteding gewonnen jullie? geoptimaliseerd. (probleem) (oplossingsrichting) bestudeerde verduurzamen. win-winsituatie: voldoening (deels) voorgestelde interventie. Jong Ondernemen; jij, (ander) groepje, starten! productidee productidee? businessmodel levensvatbaar? Oftewel: kopen? productieproces? beantwoorden businessmodel aangeleverd â€˜pitchenâ€™ posterpresentatie. (laten) verkopen! projectcoach bijstaan (kortere) overlappen Haagse minoren, Spaans, journalistiek robotica? (vanuit school), c.q. ingenieursopleiding. instantie procesgericht. deskundigheid economie; geoptimaliseerd (oplossingsrichting) keten win-win situatie: voldoening (deels) voorgestelde interventie. bijgedragen Afstuderen; â€˜meesterproefâ€™ afleggen. beleidsmatig c.q. competentieniveaus beroepsprofiel beginnende ingenieur? â€˜zelfregieâ€™ Hoewel opdrachtgevende initiatief verantwoorden. examinatoren overtuigen, trotse eigenaar BSc-diploma! Next Haagse later. MSc-titel! erna. TU Delft: TU vestiging Haagse Delft campus. Overweeg Bedrijfskunde, Strategic Management? cijfers. instroomeisen."
technische natuurkunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,"raket lucht? kernfusie? quantumcomputing elementaire deeltjes? bÃ¨ta pc leren! geluid ideeÃ«n aandragen. theaterzaal energiebesparing? beschrijf verklaar metingen. allerkleinste Nanotechnologie. glimlach Fotonica helemaal. ingenieursbureau: wagenwijd Benieuwd meettechnicus klinisch fysisch rotten honden gestart. duo team, fiber-optische klinkt gek, allereerst voortbouwen gevolgd. (slbâ€™er) kwestie lab; Ã©n gecontroleerd balletje lanceert. stappen: computersimulatie zorgvuldig rapporteren. gaan; inhoudt; Nee, literatuuronderzoek fysica. ongemerkt carriÃ¨re natuurkundige! lasertechniek kwantummechanica. wiskundekennis onontkoombaar TNâ€™er door, numerieke opbouwen; combineren: niveaus. onderzoeksleerlijn met, raadt al, praktijkcasus Fiber optic sensing, doende optische fibertechnologie. sensortechnologie weegschaal fiber optics; hbo-ingenieur volgend gerust -kunde TNO, Erasmus MC, ASML geÃ¯ntegreerde projectvakken collegaâ€™s; nÃ³g Microtechnology, Processing Devices allerkleinste nanotechnologie; glimlach fotonica helemaal; verder; Afstuderen; afstudeeronderzoek: meesterproef; Shell, Philips, ASML, centrum, onderzoeksinstelling, hightechbedrijf?; Stel, microchirurgie; tegenover commissie deskundigen; verdient. verder?! Next Haagse TU Delft TN-opleiding."
toegepaste wiskunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,"bezorgen? Netflix? ambulanceposten? efficiÃ«nte dienstregeling NS, vliegtarieven versleuteling bankgegevens. Ã©n Sociaal? Jazeker! nut instructiecolleges programmeerlessen vergaderen wiskundige; daaruit instructiecolleges; lokaal. instructie tussentijdse opdrachten; inslijten. communicatievaardigheden vergaderen; Engels, redden computer; R, SQL, Python, 'Rondje Delft' wandeling plannen; populaire kortste wiskunde: Netflix bevelen; efficiÃ«nte bepaalt; interpreteert, verloop beÃ¯nvloeden. dynamic analysis; beslissingsanalyse leert; voortgezette convolutional networks. verkeersknooppunt Delft doorstroming experimental modelling; metaheuristieken leert; numerieke differentiaalvergelijkingen; reinforcement containerproject, containers Rotterdamse stapelen. bloeiend bÃ¨tastad Delft â€˜the place beâ€™ wiskundigen. oriÃ«nteren verzekeraar, bank? doel? droom Spanje, Amerika CuraÃ§ao? regel maar. driedimensionale development? eindelijk Chinees veel. kassenbedrijf Westland, ministerie statistisch afdelingen, modellen, algoritme, toekomstprognoses die. Next MSc-titel TU Delft, Haagse verschillend hbo-propedeuse desbetreffende wiskundedocent. tweedegraads bevoegdheid Utrecht, Rotterdam, Amsterdam Nederland."
werktuigbouwkunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,"roereitje mixer. vlug fiets. draaideuren weten, keren werktuigbouwkundige. onderhouden, aandrijftechnieken, regeltechnieken verbindingsprincipes. o 3D-modelleren, energieleer termen warm wordt? Zuid-Afrika, Nicaragua China Vooropleiding: Havo: C&M B Natuur, Ontwerpen); E&M B Natuur, Ontwerpen); N&G B Natuur, Ontwerpen); N&T; Vwo: C&M B Natuur, Ontwerpen); E&M B Natuur, Ontwerpen); N&G B Natuur, Ontwerpen); N&T; Mbo: (maximaal gezet energiebronnen, draadloze (maximaal materiaalsoorten spoorbrug. voorgeschoteld. energie-installaties. windmolen duizenden tonnen zee? hoorcollege. klassen materiaaltechnologie uitproberen. vakwerk kraan gebouwd? werkplaats. of-ie aankan, berekend. waterpomp rapportage-, vergader- presentatietechnieken. onbelangrijk! ideeÃ«n werkgever, collega in! nÃ©t deal. oriÃ«nteren, conditioneren. museum schilderijen Nachtwacht, koeling, luchtvochtigheid zon vangt ramen er? telt berekening. productieband slasaus koekjes. materiaaltechnologie. 11 stageadressen vlakbij, natuurlijk: onderling verschillen. prettigst voelt. Westland best? Shell, Philips, DAF Unilever? klas, keuzemodulen. onderhoud? Chinees DAF, testapparatuur scriptie, tegenover bedenk: offshorebedrijf Houston. verhuurt boren olie. inventarisatie bijhoudt. Haagse MSc-titel Next erna, honours 7,5 Haagse TU Delft. TU Delft, vestiging Delft Haagse desgewenst"
technische bedrijfskunde,De Haagse Hogeschool,AD,Delft,Nederlands,2 jaar,"Bedrijfskunde, 'm mÃ©Ã©r. stijl. tÃ³ch Doorgroeien zitten. halen, ook? â€˜Ja, kan!â€™ Haagse zÃ³ â€˜m bedenken!â€‹ Ad-opleiding privÃ© afgestemd. overhoudt leven, Ad-diploma haalt.â€‹ carriÃ¨re.â€‹ Ad Haagse Doordat samenstelt ontzettend vrijheid. begeleid, wÃ©l getoetst, zÃ³nder maken.â€‹ Ad nÃ©t werkprocessen 3D-printing ... managementvaardigheden. verantwoordelijkheid, Ã©n carriÃ¨re samengesteld doelen, geaccrediteerd C&M B); E&M; N&G; N&T; C&M B); E&M; N&G; N&T; Leerarrangement: verbeterpunten. verkorten doorlooptijden, verbeterpunten leerarrangement (Conceive, Implement, Operate). Onderwijsactiviteiten: Procesanalyse; FinanciÃ«n; Leerarrangement: productinnovatie productinnovatie. sensor, toestel inspeelt verduurzaming vergrijzing. (Conceive, Implement, Operate). Onderwijsactiviteiten: Pitchen; Omgevingsanalyse; Productontwerp; Leerarrangement: duurzaamheidsvraagstuk verbetervoorstellen. afval, besparen reduceren (Conceive, Implement, Operate). Onderwijsactiviteiten: Ketenanalyse; Adviesvaardigheden; Veranderkunde. Leerarrangement: leerarrangement arrangement, voorraadbeheersing, borgen marktverkenning onnodige (Conceive, Implement, Operate). Onderwijsactiviteiten: Managementvaardigheden; Intervisie. Ad-diploma"
bio-informatica,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"geÃ¯nteresseerd Ã©n informatica? Bio-informatica! programma's, ziekteresistentie gewassen. moedigen UMCG, FrieslandCampina, CropX (gericht landbouw), Bioclear Earth klimaat). Nederland Bio-informatica: bio-informaticus, genetische oorzaken zelfgeschreven computerprogramma. immunologie, next-generation sequencing doende bio-informaticus. Halverwege Bio-informatica, Gezondheid. Hanzehogeschool. eindverslag. Hanzehogeschool, Sciences, Sciences, Hanzehogeschool Groningen Bio-informatica, Amsterdam/Vrije Wageningen"
technische bedrijfskunde,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"doordachte analyses? efficiÃ«nter Ã©n werelden. verwachten: fantastische carriÃ¨re, Superleuke sfeer. werknemers scherpe directie productie. ondernemer, efficiÃ«nter HanzePro.nl, (werkende) Hanzehogeschool? Fantastische carriÃ¨rekansen: verbindt werelden. bedrijfskundigen gewild. goedbetaalde keuzemogelijkheden: Airline Pilot piloot sfeer: hecht docententeam, ronduit onderling. veranderaar plaatsvindt. verbetervoorstel Ã©Ã©n productidee produceert verkoopt. Ã©Ã©n bepalend informatie-infrastructuur speerpunten 4.0 Ondernemerschap. Ã©Ã©n verbetertraject Hanzehogeschool, verbeterplan spÃ© start-up. Hanzehogeschool, European Energy Rijksuniversiteit Groningen. European Energy Hanzehogeschool Energy Society, Hanzehogeschool."
industrieel product ontwerpen,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"Ã©n bezig? knutselen bieden: Keuzevrijheid, Duurzaam. (IPO) 'Knowledge Skills' productietechnieken). objecten 'Projecten' ontwerpopgaven Philips, Animo, Keunsto Spinder. experimenteren, ontwerpvaardigheden. verloopt, productie-klaar investeert 'Designers Identity' brainstormen zelfsturing. signatuur (stijl) karaktereigenschappen, Hanzehogeschool? Impact: productontwerp. betekenisvolle creÃ«ren. ontwerpstudio's Doordat doorbrengt, docententeam, Keuzevrijheid: Designer's Passion 'signatuur': voor? Duurzaam: innoveert, innoveert Projectontwerper hoort. weekopdracht onderwijseenheid maandagochtend vrijdag ouderejaars onderwijsactiviteiten. instructies, coaching. ontwerpen! breidt ontwerpervaring ontwerpproces. ontwerpuitdagingen (opleidingen). Hanzehogeschool, (internationaal) ontwerpopgave. ontwerpproces, realisatie, Hanzehogeschool. Rijksuniversiteit Groningen. Industrial TU Eindhoven Energy Society, Hanzehogeschool Rijksuniversiteit Groningen."
biologie en medisch laboratoriumonderzoek,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"geÃ¯nteresseerd dier? onderzoeken? leefbare ziekmakende bacteriÃ«n uitschakelen? Laboratoriumonderzoek! (majors) Diagnostiek. pagina Research. weefsels. lichaam, dieren. Ã©Ã©n interesseert terecht, ziekenhuizen ontstaan, DNA isoleren bouwstenen achterliggende basiskennis, onbeantwoorde bacteriÃ«n aanpast gas donororganen exotische plantensoorten genezende bevatten. Gaandeweg milieu. Hanzehogeschool? erfelijkheid, Ã©Ã©n oefent. modelorganisme organisme kweken, isoleert DNA micro-organismen, planten, kankeronderzoek immunologische afweer (immunologie), (celbiologie) (biochemie). Ã©Ã©n experimenten. uitvoeren, onderzoekslaboratoria, Engels. Scientific Writing English Ã©Ã©n Medical Biology, Bio-informatics Food Ingredients Health. Nederland BML Hanzehogeschool, Voeding, BML Voeding, Hanzehogeschool Biomolecular Sciences, Rijksuniversiteit Groningen Medical Pharmaceutical Sciences, Rijksuniversiteit Groningen Biomedical Sciences, Rijksuniversiteit Groningen Sciences, Hanzehogeschool Groningen."
hbo-ict,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"â€‹Momenteel ICTâ€™ers IT HBO-ICT leerroutes. IT. IT, Full Stack softskills. HBO-ICT praktijkgericht. projectbasis laatstgenoemde Innovatiewerkplaats Society Hub. Studieopbouw HBO-ICT beroepsrol. Leerroutes (1 semester) European Credits (EC'S). ideaal leerroutes Momenteel ICTâ€™ers IT HBO-ICT leerroutes. IT."
elektrotechniek,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"Groningen Consumentenproducten, carriÃ¨re (verder) uitdagingen? Havo: Profieldiploma Natuur, Ontwerpen) Vwo: Profieldiploma Natuur, Ontwerpen), Natuurkunde) Mbo: Ã©Ã©n doorstroomkeuzedelen www.mbonoordnederland.nl. B. Hanzehogeschool jaarbasis 504 regeling: Nederlands totaaloverzicht behouden bijbehorend Hanzehogeschool samenspraak opgezet. opleidingsrichting. opleidingsrichting basismodules: vervolgmodules Tech Materials Afstudenen. voltooien. 3-5 Hbo-niveau? scan verkorten verlichten. productspecificaties verzekerd arbeidsperspectieven vervullen productontwerper, netwerkspecialist, ingenieur, R&D Groningen Consumentenproducten, carriÃ¨re (verder) uitdagingen?"
creative media and game technologies,Hanzehogeschool Groningen,B,Groningen,Engels,4 jaar,"Technologies (CMGT) technologieÃ«n technologieÃ«n uitvindt. geacht: propedeutische afgerond. Minister aangewezen dan) Ã©Ã©n getuigschriften. Eventuele deficiÃ«ntie deficiÃ«ntie) voltooiing propedeutische fase) Taalvereisten Rang Engels eis MPT-enquÃªte leggen, multiculturele persoonlijkheidstest studiegedrag OPMERKING: MPT-enquÃªte werkdagen ontvangst uitnodiging enquÃªte voltooien. MPT-enquÃªte toelaatbaarheid. Study Advisor afgewezen. * EU aanvragers 25 werkdagen MPT vullen sturen. MPT-onderzoek Technologies definiÃ«ren promoten (serious) gameconcepten, code gameplay. gameconcept ontwikkelingscyclus betrekt. Technologies generalistische carriÃ¨re media-industrie. mindset, technologieÃ«n experience, cutting-edge technologieÃ«n verwerft creÃ«ren (serious) gameconcepten kernvaardigheden gametechnologieÃ«n (huidige toekomstige) ontwikkelingsvaardigheden evaluatiemethoden ontwerptheorieÃ«n. Prototyping mixed-media bordspel wayfinding middelen, mixed-media 3D-printen, 2D-spel, gebruikersinterfaces gebruikerservaringen. ontwikkelingsvaardigheden blok, 3D-assets eindproduct! technologieÃ«n VR, AR, AI Mocap gameconcepten personaliseren, Tracks kernvaardigheden uitbreiden, Electives, skillset diversifiÃ«ren afsluit eindproduct! partnerscholen. klantcase Innovation Workplace, Innovatiewerkplaats keuzeruimte. sluitstuk studie: sponsor. prototypen itereren Technologies vertrouwen CMGT Communication, Energy Society MSc (Interdisciplinary Professional)."
communication and multimedia design,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"Communication horloge senioren bewegen, straatangst overwint beleving museum. Communication hÃ©le ontwerpproces; gebruiker, uitwerking, lancering geÃ¯nteresseerd Cycle malen ideeÃ«n uitwerken, Adobe Photoshop, Illustrator InDesign, prototypingtools Axure RP, Adobe Xd HTML/CSS. storytelling, VR/AR reeds opgebouwde CMD legt. (Engelstalige) CMD Innovatiewerkplaats (IWP). IWP groepsproject Communication Hanzehogeschool, MSc (Interdisciplinary Professional) Energy Society. Rijksuniversiteit Groningen (na pre-master). MSc (Interdisciplinary Professional) Energy Society."
chemische technologie,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"fabrieken spullen fabrieken medicijnen, verduurzaam Bouwstenen bouwstenen opstellingen fabrieksprocessen. voedings- Benieuwd ziet? tour! connecties medewerkers. goed! Hanzehogeschool? overlapt wisselen. zich, reactor berekenen. Biobased Economy werksituaties tegenkomen. opwerken zuiveren. simuleren simulatieprogramma. Ã©Ã©n Renewable Energy, Materials Processing Nederland Hanzehogeschool, Voeding, Chemical Rijksuniversiteit Groningen; Chemical Twente."
chemie,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"antibiotica, contacturen makkelijkste Noord-Nederland longkanker afvalstromen. baankansen. carriÃ¨re voedingsindustrie, Nederland chemici, Hanzehogeschool? baankansen; overlapt wisselen. behandel gelukt uitgebreid, Ã©Ã©n Bio-analyse Geneesmiddelenonderzoek Food Ingredients Health. Nederland Hanzehogeschool, Voeding, Chemistry, Rijksuniversiteit Groningen; Amsterdam; Sciences, Hanzehogeschool Groningen; Voeding, Hanzehogeschool Groningen."
built environment,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"dop ontwikkeling? bouwwereld heen? studiekeuze. Environment, ingenieur, complexe) klimaatadaptatie, woningtekort. Environment. huizenbouw), bruggenbouw) leefomgeving). vervult oriÃ«nterende (gebaseerd rol). profielkeuze keuzeruimte, keuzevakken, oriÃ«nteren. principe beleidsmedewerker, beheerder, onderzoeker. HanzePro. oriÃ«nteer daartussen. basisbegrippen spelen, woningtekort. leefomgeving, ingrepen. talentcoach. manager. hoofdfase, vullen keizen. leerroute. ervoor. keuzeruimte afstudeerproject, mastertitel. Hanze. HanzePro trainingen, deeltijdopleidingen. Environment: (deeltijd), Hanze; Sociaal-Ruimtelijk Transitiemanagement (deeltijd), Hanze."
werktuigbouwkunde,Hanzehogeschool Groningen,B,Groningen,"Nederlands, Engels",4 jaar,"knutselen sleutelen? (bio)medische windmolenparken? ons: proeftuin, Hanzehogeschool Ã©n En: HanzePro.nl, (werkende) VWO'er 3-jarige, VWO-route Hanzehogeschool? Samenwerken: teamsport. werkterrein boek succes. groepen, Proeftuin: fantastisch ontdekkend proeftuinen EnTranCe (energie) ZAP (biobased techniek). baankansen: vakmensen. baan! Fabricagetechniek, combineert. energieneutraal vaktechnische Hanzehogeschool, dÃ© springen! Hanze, European Renewable Energy. Rijksuniversiteit Groningen. European Renewable Energy, Hanze; Hanze; Rijksuniversiteit Groningen."
european master in renewable energy,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,"energietechnologieÃ«n? hebt? Europa energiesystemen? leergemeenschap, hoogwaardige faciliteiten, Europees (EUREC) Sollicitanten criteria: BSc. Science-graad Sollicitanten criteria opgeheven sollicitanten geacht Engelse goedgekeurd testscore (niet (geen geaccepteerd) TOEFL IBT afgenomen testcentrum: algehele bandscore 90; IELTS (academisch): 6,5; Cambridge Advanced English: B; Cambridge Proficiency English: C. sollicitanten authentieke indienen. Energieschaarste milieuproblemen strategische, milieuvraagstukken meebrengt, â€‹â€‹om â€‹â€‹significante â€‹â€‹om leren! â€‹â€‹bij consultancywerk strategie- beleidsadvies, energietechnologieÃ«n. carriÃ¨re energie-ingenieur fundamenteel technologieÃ«n European Renewable Energy Hanzehogeschool? Leergemeenschap: energiegerelateerde onderwijspersoneel High-end onderzoeksfaciliteiten: Energy Transition Centre (EnTranCe) Energy Academy Europe (EAE) onderzoeks-, samenwerkingsmogelijkheden, aanbevelen. ervaring: Europese EUREC: EUREC-initiatief. netwerk, reputatie alumnibeleid carriÃ¨re! kernsemester verwerf aspecten. sociaaleconomische kwesties technologieÃ«n laboratoriumworkshops. Frans, Engels Spaans universiteiten: Hanzehogeschool Groningen, Nederland (Engels); Ecole des Mines Paris, Frankrijk (Frans); Zaragoza University, Spanje (Spaans); Oldenburg University, Duitsland (Engels). Engels universiteiten: Fuel Mobility (Hanzehogeschool, Nederland); Photovoltaics (University Northumbria, VK); Wind Energy (National Technical University Athens, Griekenland); Grid Integration (University Zaragoza, Spanje); Solar Thermal Associated Renewable Storage (Universiteit Perpignan, Frankrijk); Ocean Energy (IST Lissabon, Portugal). onderzoekscentrum. kernprofessor, professor professor projectaanbieder. doorbrengen kernuniversiteit."
sociaal-ruimtelijk transitiemanagement,Hanzehogeschool Groningen,M,Groningen,Nederlands,2 jaar,"Ã©Ã©n welbevinden. klimaatadaptatie, inclusieve Ã©Ã©n (techniek, economisch) Facility Estate, Environment, Interieurarchitectuur, Gedragswetenschappen, Organisatiekunde, Bedrijfskunde, resource bachelor/master) toelatingsprocedure cv; 0-meting; intakegesprek. brief brief beschrijf transitievraagstuk, (gebouw gebied) gezondheid. Vergeet benoemen. 0-meting 0-meting zelfbeoordeling 7-punt Likert toelichting score. veranderingsprocessen aanjagen verbinden, gerealiseerd bewijsbaar presteren. sociaal-ruimtelijke transities wachten. transitievraagstuk â€˜Mens Samenlevingâ€™ â€˜Mens Organisatieâ€™. ondersteunend toepasbaar. module. transitievraagstuk. transitieteams leiden, verbinden, motiveren transitieteam begeleiden. ECTS) Ã©Ã©n transitieopgaves. transitieprocessen"
smart systems engineering,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,"interageren genereren? punt gegevensgeneratie reactie leergemeenschap, High-end mechatronica, sensortechnologie, opleidingsprogramma cijferlijst) sensorsystemen interacteren (HTMS). systeemtechnologie levens miljarden beÃ¯nvloedt Kortom, datawetenschap, systeemintelligentie buitenwereld Hanzehogeschool? Leergemeenschap: onderwijspersoneel werklab: TechHub Assen gebruikmaken baan: datawetenschap, systeemintelligentie baanvooruitzichten. Inleiding meerdere, interpreteert. data-analysealgoritmen data-applicaties signaalverwerking. Skill, richten. Sensor Application Specialization sensortoepassingen (gezondheid, materialen). onderzoeksinstituten, Philips Universitair Centrum Groningen (UMCG). excelleren essentiÃ«le, domein, resulteren masterscriptie. masterprojecten (WE-faciliteiten) arm- handrevalidatie; comfortabel, draagbaar ademhalingsgasmeetapparaat activiteit energieverbruik zonneautosysteem rijcapaciteit"
master digitale technologie,Hanzehogeschool Groningen,M,Groningen,Nederlands,1.5 jaar,"voet? beÃ¯nvloeden? uitdagingen, marktklare kennismakingsgesprek ontwikkelwensen (werk)situatie. gehaald, volgend geschiktheid bewijzen. aspirant-student punten: waarom; proactieve bestaat, ects doorlopende ontwerpcyclus technologieÃ«n praktijkvraagstukken, loopbaanwensen. ligt, technologieÃ«n perspectief, gebruikersperspectief, leider. uitdiepen losstaand spreiden. e-learning, reflectie, seminars. (individueel teams) verwerven. praktijkvraagstukken. (delen ontwerpcyclus gebruiker, schatten. competentie-ontwikkeling opgeleverde reflecties hierop. afstudeerplan competentie Ã©Ã©n CoL- intervisiemomenten gedachten wisselen portfoliobeoordeling"
data science for life sciences,Hanzehogeschool Groningen,M,Groningen,Engels,2 jaar,"gegevens? programmeertechnieken biowetenschappen overbruggen? biowetenschappen initiÃ«ren, learning-toepassingen gegevensopslag. opleidingen: Institute (Hanzehogeschool), Medical Imaging Radiation Therapy, Communication, IT hogeschool), Sensor Engels, programmeren), Sciences, studenten). Engelse taalvaardigheid: IELTS-score: 6.0, TOEFL-score: 80 Cambridge Advanced English: B Cambridge Proficiency English: C. Engelse u: Engelstalige EER, Engelstalig verklaring overleggen, ondertekend gestempeld, bevestigd instructietaal Engels waren. formulier stempel handtekening bevoegd dragen; Engelstalige behaald: AustraliÃ«, Canada (Engelstalig deel), Ierland, Nieuw-Zeeland, Verenigd Koninkrijk Verenigde Staten Amerika. overleggen: Gedocumenteerd datawetenschap Aantoonbaar certificaat, cijfer toelatingstest. diplomavergelijkingssite agentschap NUFFIC raadplegen. overbruggen IT initiÃ«ren, learning-applicaties dataopslag. overbrug computertechnologie. datatechnologieÃ«n dataverwerkingstechnologieÃ«n gebruiken, zieke gezondheidsgegevens efficiÃ«ntere science-industrie Kortom, datawetenschapper overbrugt. gegenereerd exponentiÃ«le benut. datawetenschapper, technologieÃ«n verzamelen. praktijkgericht, computercode, datawetenschappers sciences. geÃ¯ntroduceerd 2-3 programmeer- science-technieken. zachte 2-3 programmeer- science-technieken. eindproject"
energy for society,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,"energietransitie? gemeenschappen overstap energie? realiseren? agent versnelt regionaal, aanpak, leergemeenschap Economics, Administration, Communication, Environmental Laws, equivalent Aanvragers hierboven vermeld, agent allround, onderlegde energieprofessional technologische, economische, juridische, milieuaspecten oplost, politieke voordoen energietransitieprojecten. stimuleert, faciliteert promoot samenwerkingen consumenten, beleidsmakers belanghebbenden. coaching, discussie, groepswerk. Energy Society Hanzehogeschool? aanpak: â€‹â€‹bij regionaal, Leergemeenschap: onderwijspersoneel. High-end onderzoeksfaciliteiten: Energy Transition Centre (EnTranCe) Energy Academy Europe (EAE) onderzoeks-, samenwerkingsmogelijkheden, aanbevelen. excursies: onderwijsprogramma, energiecentrale Europees Parlement Brussel. niveaus. noodzaak maatschappelijk, technisch, economisch, politiek, juridisch geografisch Politiek EnergietechnologieÃ«n -systemen beÃ¯nvloeden. burgers laag inkomen betrekken energietransitieprojecten. gebeuren energietransitieprojecten ENTRANCE-hoogleraren, gebruikmaken verworven. transitiestrateeg optreden. 'real-life' (lokale) energietransitiecontext transdisciplinair"
