study_programme_name,hogeschool,study_programme_type,study_programme_location,study_programme_language,study_programme_length,text
bouwtechnisch medewerker,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,projectmanager N&G Hbo/wo Twijfel indicatie laagbouwprojecten projectrealisatie pocket afwegen nieuwbouwwoning bouwkunde-projecten bouwprocesbeheersing
gebouwgebonden installatietechniek,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,comfort vertaalslag N&G Hbo/wo Twijfel medewerking adviesgesprek schaven schetsontwerp redeneren basismodule afwegingen
automotive,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,hoofdrolspeler auto's EM-profiel wegligging luchtweerstand hulpapparatuur inbouwen fijner doelgroepen
technische bedrijfskunde,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,EM-profiel CM-profiel Hbo/universiteit innovatieprojecten werkplekopdracht Inleiding Inleiding Werkplekopdracht Inleiding
bouwkunde,HZ University of Applied Sciences,B,Middelburg,Nederlands,4 jaar,renoveren ruimtes bouwvak gevel toparchitecten bouwstijlen bouwpartijen Vergunningaanvragen onderzoeksstage HZ-aanbod contractvorm exploitatie kust stadion
chemie,HZ University of Applied Sciences,B,Middelburg,"Nederlands, Engels",4 jaar,samenstelling grondwater zorgen toetsvragen aanvang basisprogramma uitkomst mastertraject
civiele techniek,HZ University of Applied Sciences,B,Middelburg,"Nederlands, Engels",4 jaar,dieren wereldbevolking deltagebied kustverdediging stormvloedkering storm sluizen eilanden werkterrein minuten kade hydrologie recreëren binnenland geotechniek milieutechniek kust kustlijn zand verplaatsen HZ-aanbod kustuitdagingen
engineering,HZ University of Applied Sciences,B,Middelburg,"Nederlands, Engels",4 jaar,bèta-kennis liefhebbers
hbo-ict,HZ University of Applied Sciences,B,Middelburg,"Nederlands, Engels",4 jaar,whatsappen connected voorwerpen bericht tuin systeembeheer softwareoplossing cloudoplossing fundamenten programmeerkennis basisschool software-applicaties basisfuncties migraties ICT-oplossing ICT-vraagstuk cloud computing datavisualisatie
logistics engineering,HZ University of Applied Sciences,B,Vlissingen,"Nederlands, Engels",4 jaar,sneakers trucks productieplanning luchtmacht HZ-aanbod wachtlijsten
maritiem officier,HZ University of Applied Sciences,B,Vlissingen,Nederlands,4 jaar,reisvoorbereiding noodsituaties navigator brandbestrijding overlevingstechnieken brandbestrijding
technische bedrijfskunde,HZ University of Applied Sciences,B,Middelburg,Engels,4 jaar,milieuvriendelijker probleemoplosser moeite productiemiddelen windmolenparken plastic efficiëntie winst efficiëntie onderzoeksuniversiteit pre-masterprogramma
watermanagement,HZ University of Applied Sciences,B,Middelburg,"Nederlands, Engels",4 jaar,zeespiegelstijging overbevissing wereldbevolking samenkomen percentage Watermanagers bedenken watersysteem waterveiligheid N&T N&G HZ-aanbod
river delta development (joint degree),HZ University of Applied Sciences,M,"Middelburg, Velp, Rotterdam",Nederlands,2 jaar,delta's ecosystemen zeespiegelstijging druk bodemdaling ecologie deltasystemen risico's waterpeilstijgingen selectieprocedure Studentenbureau bevestiging studiefinanciering zelfreflectie capaciteit spreekvaardigheid delta evaluatieweek deltasysteem eindfase
built environment,HZ University of Applied Sciences,AD,Roosendaal,Nederlands,2 jaar,woonomgeving woningnood lesprogramma dát waterafvoer hoek BE-Designer BE-Engineer Wet Materialisatie LEV-week specificatie bedrijfsbezoek LEV-week aannemers trimester specificatie beurzen inbreiding appartementencomplex actieonderzoek trimester beheren hulpconstructies Bouworganisatie appartementencomplex actieonderzoek academie
energietransitie engineer,HZ University of Applied Sciences,AD,Roosendaal,Nederlands,2 jaar,autofabriek speeltoestel gedachten installatiebedrijf speeltoestel meettechniek
technische bedrijfskunde,HZ University of Applied Sciences,AD,Roosendaal,Nederlands,2 jaar,instructie hoek sterktes zwaktes bedreigingen tentamen bedrijfsanalyse sterke-zwakte-analyse swot bedreigingen verspillingen accounting afstudeerplaats HZ
biologie en medisch laboratoriumonderzoek,Hogeschool Inholland,B,Amsterdam,Nederlands,4 jaar,vaccins vaccin celfysiologie laboratoriummedewerker basisniveau onderzoeksplan nood basischemie genexpressie monsters detectietechnieken bioinformatica-tools honoursprogramma patiëntmateriaal Artsen diagnoses bioresearch diversiteit eiwit neurologie onderwijscluster bioinformaticus patiëntmateriaal Artsen diagnoses bioresearch diversiteit eiwit neurologie onderzoeksgroep analyselabs bestrijding wetenschappen
bouwkunde,Hogeschool Inholland,B,"Alkmaar, Haarlem",Nederlands,4 jaar,daaromheen planeet duurzaamheidseisen opstaan leer kostenplanning bouwplaatsinrichting Kenmerken leefmilieu bouwers hergebruiken lijnen praktijkgerichtheid information twins KOB-certificaat praktijkkennis studiereizen projectuitvoering utiliteitsbouw woonfunctie bouwfysica BIM-coördinatie klimaatinstallaties constructiebureau architectenbureaus stageavontuur bouwkundigen bouwtechnieken key bouwbedrijf kostenramingen masterstudie Academie
chemie,Hogeschool Inholland,B,Amsterdam,Nederlands,4 jaar,gifdeeltjes vervuilingen onderzoeksorganisatie Studievormen roostering derdejaarsstage basisniveau praktijkdagen control-advies elektrochemie honoursprogramma brandstoffen energieopslag zonnecellen
civiele techniek,Hogeschool Inholland,B,Alkmaar,Nederlands,4 jaar,sluizen gemalen hersens Volg zeesluis Zuidasdok Inleiding wegenbouw beton helm hesje beantwoord Wegenbouw rapportagetechniek Wegontwerp hydrologie verkeersbouw derdejaarsstage constructiebureau springplank
elektrotechniek,Hogeschool Inholland,B,Alkmaar,Nederlands,4 jaar,merendeel wagenpark lesaanbod coaching-sessies Twijfel kwesties automatiseringsvraagstuk afstandsbediening elektrotechnologie databank vacatures stagebedrijven Stage-activiteiten access-control microcontroller power beeldherkenning grid batterij verstand vervolgopleidingen
informatica,Hogeschool Inholland,B,Haarlem,Nederlands,4 jaar,tijdperk mobieltjes ICT-sector ICT-toepassingen vaandel behulpzaamheid afstudeerfase ICT-product creatie Inleiding Applicatiebouw API-programmering deskresearch studiepunt Webapplicatie berichten cyberbeveiliging cybercriminelen datawetenschappers wicked acceptatie applicatieontwikkeling server pre-)masteropleidingen
luchtvaarttechnologie,Hogeschool Inholland,B,Delft,Nederlands,4 jaar,rondje strepen hemel lichtgewicht auto-ontwerpen stoep luchtvaarttechnologen vliegtuigen vliegtuigen beroepsgroepen autoindustrie doorstromen Bedenken luchtvaartindustrie composietenlaboratorium scripties themaprojecten luchtvaartechnologie testprogramma luchtvaarttechnologie vliegtuig talenkennis specialisatiefase vestigingen vervolgstudie Luchtvaarttechnologie ontwikkelaars lichtgewicht buren
ruimtelijke ontwikkeling,Hogeschool Inholland,B,Haarlem,Nederlands,4 jaar,woonwijken kantoren kerken woningnood exploitatie rand duinen praktijksituaties studiereizen exploitatieplan projectontwikkeling uitgebreider bouwteam belegger woningcorporatie stage-mogelijkheden beroepenveld exploitatieplan
technische bedrijfskunde,Hogeschool Inholland,B,Alkmaar,Nederlands,4 jaar,bedrijfsopdrachten Opbouwschema tentamen Omgevingsanalyse bescherming ondernemingsplan
technische informatica,Hogeschool Inholland,B,Alkmaar,Nederlands,4 jaar,snoeit röntgenapparaat hartoperatie botsingen hoorcollege computersysteem liftsysteem transformatoren tanden grafentheorie wiskundekennis C moeder oefenen afstandsbediening magnetron magnetron ping oogstrobot besturingssysteem leerzame linksom collegastudenten
toegepaste wiskunde,Hogeschool Inholland,B,Amsterdam,Engels,4 jaar,hersenen herinneringen oogwenk bedrijfsactiviteiten sleutelrol softwareontwikkelaars statistici selfmade risicobeoordeling beurt flexibiliteit kwalificaties Cambridge-certificaat C IT-kennis hoofdthema's App-ontwikkeling reeks carrièregebieden hoofdcategorieën puzzels categorie codeeroplossingen Oefening categorieën observatie Last but comfortabel vertrouwen reflecteren ​​cursusinhoud Oefening Wiskunde/Data Inleiding intermediair specialisatiegebied cursusinhoud Strength Everything Wiskunde/Data Programming Programming Programming Inleiding specialisatietracks implicaties conditievoorspelling eindprojecten Language graad certificering masterprogramma's software-engineering taalverwerking
werktuigbouwkunde,Hogeschool Inholland,B,Alkmaar,Nederlands,4 jaar,Vakmensen stilstand Vakmensen raderen machineonderdelen besturingstechniek bestanddeel vingers projectvaardigheden verbrandingstechnologie stageplekken Marinebedrijf familiebedrijf kop kenniswerkplaats verbrandingstechnologie vrouw meetopstelling springplank
cybersecurity,Hogeschool Inholland,AD,Amsterdam,Nederlands,2 jaar,phishingmail topje bescherming spelcomputer verlichting toename uitrol knop platleggen redder Mbo-4 Studieopbouw netwerkbeveiliging Netwerkbeveiliging -monitoring Penetratietesten gegevensbescherming Studiebegeleiding Tooling Studiebegeleiding praktijkoriëntatie Inleiding Studiebegeleiding beroepsoriëntatie praktijkervaringen kijkjes keukens informatiebeveiliging
maintenance,Hogeschool Inholland,AD,Alkmaar,Nederlands,2 jaar,schoolbanken openstaat faalanalyse proactief service boost
creative media and game technologies,Hogeschool voor de Kunsten Utrecht,B,Utrecht,Nederlands,4 jaar,Kunsten
bio-informatica,Hogeschool Leiden,B,Leiden,Nederlands,4 jaar,Bio-informatica ontdek mastermind bio-informatica-databases stofwisseling stukjes letters stukjes evolutie programmeerdomein mutaties Systeembiologie praktijkstage bio-informatica Twijfel Bio-informatica
biologie en medisch laboratoriumonderzoek,Hogeschool Leiden,B,Leiden,Nederlands,4 jaar,ziekteverwekkers kledingstuk bloed weefselonderzoek microscoop agenda immunochemie pathologie valideren bioscience-onderneming ziekenhuislaboratorium Wetenschappen doorstroomden PhD-traject educatie
chemie,Hogeschool Leiden,B,Leiden,Nederlands,4 jaar,drinkwater 2.0-versie geurstof stereochemie organometaalchemie lijm smaakstoffen vloeistofchromatografie gaschromatografie massaspectrometrie spectroscopie chemometrie monster kwaliteitscontrole taak meetgegevens reiniging bodemonderzoek veiligheidsonderzoek waterleidingbedrijf toxiciteit kruitsporen beroepsontwikkeling ticket medicijnontwikkeling
informatica,Hogeschool Leiden,B,Leiden,Nederlands,4 jaar,webwinkel netwerktechnologie netwerktechnologie UX-engineering ICT-probleem UX-engineering ICT-probleem Informatica-vakken
biologie en medisch laboratoriumonderzoek,NHL Stenden Hogeschool,B,"Leeuwarden, Emmen",Nederlands,4 jaar,Stenden A NT NG A NT celprocessen medicatie Polymers celprocessen medicatie chromatografie Stenden medicijn
bouwkunde,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,betonkrimp spanjoletten klimbekisting termen assistent interieur kamers cafés restaurants studentenprijzen studentenverenigingen studententijd maatstudies schrijfvaardigheid tekenwerk maatstudies schrijfvaardigheid tekenwerk architectuurstijl villa leerroute Stedenbouw interieur aanbesteden werktekeningen uitvoering/projectleiding leerroute Stedenbouw interieur aanbesteden werktekeningen uitvoering/projectleiding competent onderzoeksvraagstuk faculteit
toegepaste wiskunde,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,voorspelling wachtlijsten ondergrond wiskundevakken integraalrekening matrixrekening prognosemodellen Excel Kansverdelingen Simulatiemodellen Excel risicoberekeningen tijdreeksanalyse Stenden Stenden-minors kenniscentrum
technische informatica,NHL Stenden Hogeschool,B,Emmen,Nederlands,4 jaar,hardwareplatforms C AI-concepten ontgrendel vision modelimplementatie kernprincipes extraheren benutten cloudoplossingen leerervaring beeldacquisitie patroonherkenning mini-supercomputer beeldsegmentatie objectdetectie stageprojecten droom systeem-engineering aanpassingen bachelor-opleiding Stenden doelgericht minorenfase Stenden
technische bedrijfskunde,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,kamers cafés restaurants studentenprijzen studentenverenigingen studententijd NT NT rekenvaardigheid Organisatieontwikkeling weerstand oorzaken respect LEAN-filosofie
ruimtelijke ontwikkeling,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,wijken bus station metro NT NT verkeerspsychologie herinrichting klimaatbestendigheid RO-shop visualisatietechnieken basischrijfvaardigheid beleidskader visualisatietechnieken overheidscommunicatie overheidsinstelling Geografie Planologie Stedenbouw
ocean technology,NHL Stenden Hogeschool,B,Terschelling,Nederlands,4 jaar,hydrografie NT NT hydrograaf geodesie dieptemetingen Manoeuvring dieptemeting surveyschepen fotoreportage GIS-kaart survey waterpassing toren plaatsbepalingstechnieken meetinstrument rekenmachine milieuwetenschap vaartocht veiligheidsmaatregelen Environmental voyage multibeam echoloding waterbodem dieptemeter meetvaartuig Marine opnemingsvaartuig kaarten congres mapping image mapping plaatsbepalingstechnieken geologie dredging Subsea positioning instituten gevaren onderzoeksverslag Oceanografie GIMA/Geo-informatie
maritieme techniek,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,jachten containerschepen voortstuwing afmetingen voet ontwerpspiraal lijnenplan hoofdafmetingen prijsbepaling trimmen weerstand constructieplannen ontwerpfase motor drinkwatersysteem vriessystemen rompvorm scheepsmodel zeiljacht esthetica sterkte-aspecten containerschip documentatie werkvloerstage werf monteren dossier koopvaardij motorjachten gaswinning schakeljaar onderzoeksopdracht
maritiem officier,NHL Stenden Hogeschool,B,Terschelling,Nederlands,4 jaar,koers Stenden instituten simulatorcentrum opleidingsvaartuigen restaurant koers wachtstuurman wachtstuurman belading officier reparatie basic elektriciteitsvoorziening reparaties A hydrauliek vloeistof tochten voortstuwing nood radiozendapparatuur hypermodern simulatorcentrum vaartijdverkorting vriestechniek ladingen fruit vlees vis praktijkvaren wachtstuurman sleephopperzuiger bedrijvendag Dredging Simulatorcentrum simulatorcentrum shipsimulator
informatica,NHL Stenden Hogeschool,B,Emmen,Nederlands,4 jaar,quality webapplicatie strijd sfeerimpressie programmeervaardigheden gegevensmanipulatie foutdetectie debugging softwareoptimalisatie App-ontwikkeling vakdocenten UI/UX-ontwerp quality Testen app-ontwikkeling monitoringssystemen managementsystemen softwareoplossing softwaretechnieken Kennismanagement gelegenheid teamomgeving softwareoplossingen kopje hieronder voltooiing verbeteringen
hbo-ict,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,ICT-oplossingen webtechnologie organisatie-inrichting daarachter organisatietalenten Accenture klachtenafhandeling verzekeringsmaatschappij gegevenspakhuis aluminiumfabriek Stenden bedrijfsuitdaging visitekaartje Rijksuniversiteit Stenden hbo-masteropleidingen
elektrotechniek,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,pedelec vormen electrical NT keuken bedrijfsopdracht wedstrijd netwerkanalyse circuit elektronicaproject meettechniek elektromagnetisme netwerkanalyse telecommunicatie-ontwerp spectrumanalyse wedstrijd projectvaardigheden stage-opdracht Stenden
communication and multimedia design,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,zelfscankassa bol ontwikkelaars designoplossingen Stenden-opleiding sollicitaties NT NT leertraject Film Film Stenden Film Stenden eruitziet visitekaartje afstudeerfase
civiele techniek,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,denker rioleringen NT NT polder buien academie fundatiecursussen veiligheidpaspoort documenten werkprocessen berekeningen werkvoorbereiden tekening planningen begroting problematiek klimaatontwikkelingen aanpassingen waterbeheersing intercultureel constructeur wegontwerper projectorganisaties relevant
chemische technologie,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,dosis eigenschap reactoren technoloog site watertechnologie hergebruik pilot
chemie,NHL Stenden Hogeschool,B,"Leeuwarden, Emmen",Nederlands,4 jaar,Stenden variant medicatie spectrometrie Polymers spectrometrie Stenden
werktuigbouwkunde,NHL Stenden Hogeschool,B,"Leeuwarden, Emmen",Nederlands,4 jaar,werktuigen NT matrijs spuitgietmachines spuitgietsimulaties handbereik projectondersteuning proefmodel fabrikant composiet Polymers frisdrankflessen realiteit Realiteit Polymers frituurolie
serious gaming,NHL Stenden Hogeschool,M,Leeuwarden,Nederlands,1 jaar,game-interventies innovatiespecialist doelgericht gameontwikkelaars abstractie werkelijkheid coördinator leer-/werkomgevingen
computer vision & data science,NHL Stenden Hogeschool,M,Leeuwarden,Nederlands,1 jaar,haal mastergraad image inspectietaak opstaat image camera's classificatie smokkelwaar graad beelddata aanvang aspirant programmeercompetenties instroom breid machine-learning specificaties klantspecificaties schaalbaar proactief inzetbaarheid contextniveau
design driven innovation,NHL Stenden Hogeschool,M,Leeuwarden,Nederlands,1 jaar,voedseltransitie verdeling welvaart wicked problems docent-onderzoekers innovator mailtje cross-overs methodieken demand aanleiding expertcolleges demand ontwikkeldoelen
marine shipping innovations,NHL Stenden Hogeschool,M,Terschelling,Nederlands,2 jaar,scheepvaart innovator studie-opdrachten beroepssituatie kernmodules opleidingscompetenties moduleopdrachten opleidingstraject
it service management,NHL Stenden Hogeschool,AD,Leeuwarden,Nederlands,2 jaar,ICT-dienstverlening pan ICT-processen ICT-dienstverlening klantvriendelijkheid gebruikersafdeling ICT-infrastructuur ICT-processen ICT-dienstverlening klantvriendelijkheid ICT-adviseur Klantgerichtheid to-face overtuigingskracht Stenden
industriële automatisering en robotica,NHL Stenden Hogeschool,AD,"Leeuwarden, Emmen",Nederlands,2 jaar,productiviteitsverhoging Stenden Ad-opleiding winst productiviteit beoordeling Stenden duaal combineren gezin studie-ervaring aanpassen aanpassing besturingsprincipes programmeertechnieken performance analyseer roboticavraagstuk methodieken eindwerk verantwoording
maritieme techniek,NHL Stenden Hogeschool,AD,Leeuwarden,Nederlands,2 jaar,scheepswerven watersportbedrijven vakmanschap duaal ontwikkelbehoeftes ontwikkelbehoeftes contactdag begeleiders leslocatie
cyber safety & security,NHL Stenden Hogeschool,AD,Leeuwarden,Nederlands,2 jaar,verstoring uitval systeemfouten integreer inschatting geschiktheid bedrijfsvoering orde dreiging aanbevelingen situatie​ grondslag grondslag implementatieplan Hacking hacker scannen projectvaardigheden
applied data science & artificial intelligence,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,trackers dataverzamelingen media-analyses koopgedrag responsible opschonen data-gedreven responsible artikel platformen kleven ongewenst artificial Ministerie NT A ICT-consultant Databasespecialist Webdeveloper Software-tester kernvakken onderzoeksthema kenniscentrum studiothema cities tracking dokter patiëntendossiers societies data-engineering bewuster oriënteer machinelearning nieuwsgierigheid verkenning ontwikkelreis loer responsible
informatica,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,IT-opleiding C Ministerie informaticavakgebied dagplanning projectontwikkelmethodieken
watermanagement,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,straten ideeënbedenker strijd bachelorstudie waterschappen regen verdroging RDM-terrein waterplein parken studiethema ondernemer paal omgang NT studiethema achtergrondkennis inwoners regenwater uitkomsten regenval zichtbaar Ecologie Waterkwaliteit waterkwaliteit zuurstof zoutgehalte wetten uitkomsten waterkwaliteit straatniveau regentonnen achterhoofd wetten loep waterketen regenwater verharding riool regenwater waterproblematieken belangenorganisaties waterplein riolering waterberging Municipal Environmental Ecosystem-based
technische informatica,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,C operatierobot sorteercentra webwinkels lampen Defensie webwinkels Ministerie NT automated toekomstplannen
technische bedrijfskunde,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,dienstverlening taak overleggen kostprijzen markteisen allrounders inkoop probleemoplossers Ministerie NT A bedrijfsbezoeken studieloopbaancoach dosis verdiepingsproject
ruimtelijke ontwikkeling,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,dieren schaars buitenruimte planologie mobiliteithubs bestrijding maquettes bestemmingsplannen procent projectleider Ministerie NT handtekenen inleiding maatvoering verkaveling Sketch-up Vergaderen Stadmaken initiatief Metropoolvorming groeiplan stadsontwikkeling belangen gebiedsontwikkelaar Afronden vaardigheid Conflicthantering masterrichting Planologie
mens en techniek,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,thuissituatie zorgverleners zorgingenieur bloeddrukmeters operatiekamers eromheen zorgverlener leverancier thuissituatie zorgingenieur Ministerie NT deel-)opdrachten procesbegeleider propedeusejaar zorgingenieur vaardighedenlijn anatomie praktijklijn risicoanalyse Gezondheidswetenschappen afwijken
maritieme techniek,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,afstandje sleepboten berekeningen scheepsbouwers typen functionaliteit wereldeconomie zeilen uitzicht scheepvaart leermiddelen Ministerie NT A werktuigbouwkundigen scheepsconstructie projectopdracht werf bachelordegree Dredging hbo-master
maritiem officier,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,vakantie containerschip voorzieningen dorp officier stroom zeevaartopleiding drukbevaren scheepsmotoren officier havenmeester uitzicht zeevaart leermiddelen Ministerie NT studiekeuzegesprek praktijkruimtes brugsimulator zeilschip reisvoorbereiding hbo-kwalificaties machinekamer cruiseschip tanker
logistics engineering,Hogeschool Rotterdam,B,Rotterdam,"Nederlands, Engels",4 jaar,hubs klimaatdoelstellingen wereldeconomie duurzaamheidsdoelstellingen ketens kranen transportmodaliteiten goud Sigma leermiddelen Ministerie NT A Studievoorlichting rapporteren transportprobleem bachelordegree
automotive,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,fasen topsnelheid helden probleemoplossers plaatje schoner ontwerper/constructeur NT A topdocenten interieurverlichting Sigma car mobiliteitsprobleem mock-up proefmodel vleugels partner Automotive-opleidingen vleugels partner Automotive-opleidingen vleugels partner Automotive-opleidingen
werktuigbouwkunde,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,instrumenten ziekenhuisapparatuur scooters werktuigbouwkundigen carrièremogelijkheden ontwerpteam afdelingsleider projectleider inspecteur variatie monteurs planners inkopers regelgevers NT A vorming beroepsdomeinen klussen dieselmotor verwijzen stromingsleer
industrieel product ontwerpen,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,maker instrumenten lasersnijders ontwikkelkits inspiratie vakanties bereikbaarheid industrieel IPO wonder topopleiding NT A specialisatiejaren meeloopstage ontwerpprobleem vaardigheidscases eindopdracht buitenruimte gebruiksonderzoek maten productpresentatie modelbouw ochtend middag studieruimtes bespreekmomenten mens/zorg stadsnatuur IPO-leeruitkomsten Afstudeerprojecten zeep bordspel autisme hbo-masterprogramma
creative media and game technologies,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,coderen techniekfilosofie collegezalen full-stack contracten Agencies Total spelers veelzijdigheid Ministerie NT A Studievoorlichting Media-en zelfsturing lat ontwerpvlak
biologie en medisch laboratoriumonderzoek,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,biobrandstof nano-niveau voedselkwaliteit plant Ministerie NT A curriculum wetenschappen afstudeerders
bouwkunde,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,kantoren winkelcentra actualiteit standpunten Ministerie NT havo/vwo wetswijziging ondernemer fases architecten milieueisen rapportages verantwoording fasering
chemie,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,must Ministerie NT A beantwoording laboratoriumvaardigheden samenstelling mengsels mastergraad chemometrie colloïdchemie
chemische technologie,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,bevriezing warmtewisselaar instrumenten boom ton feitjes aarde brandstoffen eindproducten specialismen procesinstallaties brandweer reactie RDM-terrein samenwerkingsverband Ministerie NT A beroepenveld leerbedrijf afstudeerverslag bachelordegree
civiele techniek,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,metrotunnels hartje woonomgevingen beheersing windmolenpark Ministerie NT eindexamenvak WIS buitenruimte woningbouw waterhuishouding schaars aanbesteding industrieterrein industrieterrein instandhouding nieuws kademuur vervanging schaars belangen tweetal tussenjaar
communication and multimedia design,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,tikkie Poppodium Paard observaties ontwerpstudio's webbouwer CMD'ers stagiaires CMD'ers Ministerie NT projectteam kwartalen ins CMD-er verbeelden CMD-er haken ontwerpafdeling haken ontwerpafdeling haken ontwerpafdeling
elektrotechniek,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,wekken verbinder energiebedrijven defensie Ministerie NT power steun
shipping and transport,Hogeschool Rotterdam,M,Rotterdam,Engels,1 jaar,scheepvaartbedrijven overwegingen fabrikanten rederijen presentatievaardigheden praktijkonderzoek kenniscentra kenniscentrum apply shipping vitae letter variant block different take handling connections processes decisions questions finances
river delta development (joint degree),Hogeschool Rotterdam,M,Rotterdam,Engels,2 jaar,thuisbasis omgevingen zeespiegels bodemdaling harmonie deltasystemen kustgebieden selectieprocedure Studentenbureau bevestiging studiefinanciering zelfreflectie capaciteit spreekvaardigheid delta evaluatieweek deltasysteem eindfase
ict internet of things,Hogeschool Rotterdam,AD,Rotterdam,Nederlands,2 jaar,stoplichten regen fietsers vuilniscontainers bed Ad-opleiding ontwikkelaar installateur phase NT diplomas admission note states userinteractie
data analytics,Hogeschool Rotterdam,AD,Rotterdam,Nederlands,2 jaar,knelpunten phase NT diplomas admission note states basisvaardigheden verdiepingsslag eindproducten dashboards
smart technology,Hogeschool Rotterdam,AD,Rotterdam,Nederlands,2 jaar,schaalbaarheid voedingsmiddelenindustrie phase NT diplomas admission note states regelsysteem curriculum PLC-techniek sensortechniek safety bedrijfsveiligheid topsectoren kerntaken
software development,Hogeschool Rotterdam,AD,Rotterdam,Nederlands,2 jaar,softwaretoepassingen proactief vorming Ministerie NT devices computervirus
engineering,Hogeschool Rotterdam,AD,Rotterdam,Nederlands,2 jaar,praktijkgedeelte voltijdstudenten College Ministerie NT CM praktijkgedeelte constructietechniek proceskunde storingsanalyse
integraal bouwmanagement,Hogeschool Rotterdam,AD,Dordrecht,Nederlands,2 jaar,BIM-modelleur calculator tenderengineer onderaannemers
information security,Hogeschool Rotterdam,AD,Rotterdam,Nederlands,2 jaar,informatiebeveiliging dreigingsanalyses IT-maatregelen verbinder informatiebeveiligingsbeleid borgen beschikbaarheid integriteit vertrouwelijkheid Ministerie NT Studievoorlichting perioden informatiebeveiliging dreigingsanalyse hacker bewijzen
archeologie,Saxion,B,Deventer,Nederlands,4 jaar,vondsten opgravingen vondstcategorieën registratie opgravingen prehistorie afgraving opgraving fieldschool opgraving fieldschool opgraving hoogtemetingen couperen monstername verdiepingsslag ontdekkingen publiek Oppervlaktekartering prehistorie bronstijd Bureauonderzoek publieksbereik Thuisgroepen Verbreden verbeelden erfgoedbeleid cultuurlandschappen keuzeblokken Publiek medewerking masterspecialisatie erfgoedspecialist onderzoeksstrategie publiek Rijksuniversiteit
technische natuurkunde,Saxion,B,Enschede,Nederlands,4 jaar,proeven straling vloeistofdynamica gassen inschakelen tumoren trillingen magnetisme SMS-training gewoontes gedachtes Enabling
technische informatica,Saxion,B,Enschede,Nederlands,4 jaar,robotgrasmaaier C racewagen elektrostudenten C racewagen elektrostudenten mobieltjes softwareontwerp testmethodes weerstation hartslagmeter voetbalrobot Thales Saxion-lectoraten ICT-systemen
technische bedrijfskunde,Saxion,B,"Enschede, Deventer",Nederlands,4 jaar,TBK'er verbeteringen Inleiding Procesmanagement Processimulatie Verandermanagement Procesinnovatie loopbaanontwikkeling procesinnovaties doorstudeerders commissies feesten borrels gewilder werkhouding stromen
ruimtelijke ontwikkeling,Saxion,B,Deventer,Nederlands,4 jaar,dorpen
mechatronica,Saxion,B,Enschede,Nederlands,4 jaar,bewegingen stofzuigerrobot soldeer bewerkingen meten bewegingen actuatoren
industrieel product ontwerpen,Saxion,B,Enschede,Nederlands,4 jaar,product-markt-combinaties verzorging Materialisatie productmodellen productonderdelen Visualisatie loopbaanontwikkeling productanalyse productontwikkelingsproces buitenbank oplaadfunctie Bedrijfsanalyse productanalyse
hbo-ict,Saxion,B,"Enschede, Deventer",Nederlands,4 jaar,beveiligen films secure-oplossingen continue life Twijfel VerbergenVakken fundamentals passen missie IT-strategie Model-driven Requirement IT-wensen slotte greep specialisatiefase
